부산;경기;2023;06;17;01;00;우등;대한;17;0404243205330431323201303521053515
부산;충남;2023;06;19;13;20;우등;대한;9;351504130120000213
충남;부산;2023;06;18;01;00;프리미엄;대한;11;3132120324330103013313
충북;경기;2023;06;19;11;30;프리미엄;민국;1;14
충남;부산;2023;06;18;00;40;우등;민국;14;2103021035353105313502343125
서울;부산;2023;06;15;12;10;일반;대한;4;00242002
부산;충남;2023;06;18;07;10;우등;대한;11;2303350500313231052223
서울;제주;2023;06;15;05;40;프리미엄;인규;18;230200053321241415102302243513153533
경기;부산;2023;06;17;09;40;일반;민국;1;15
충남;서울;2023;06;16;04;40;우등;인규;6;131025312405
부산;서울;2023;06;16;10;20;우등;대한;23;0111300231002203143414340315042231321535102221
부산;서울;2023;06;17;03;40;우등;대한;12;223413103332350234001121
서울;충북;2023;06;16;09;10;일반;인규;21;250120201313253511030523031504220335132000
제주;충북;2023;06;16;03;40;프리미엄;대한;3;101525
제주;서울;2023;06;19;16;40;일반;대한;19;33020134151233232131121413330500131433
경기;제주;2023;06;15;00;30;프리미엄;대한;19;01011135030321340511320104010113312220
경기;충남;2023;06;19;00;00;일반;인규;3;341102
제주;부산;2023;06;19;04;50;우등;대한;13;00142525152533352220123025
제주;서울;2023;06;16;10;30;우등;민국;11;0531243311200414311303
서울;충남;2023;06;16;11;30;우등;인규;5;0503002532
서울;충북;2023;06;17;09;00;프리미엄;인규;23;1413222535211232312035113311321202213205143410
부산;충남;2023;06;15;03;00;우등;민국;22;35123502053310051325230233220130233012253434
충남;제주;2023;06;19;07;50;일반;인규;11;1235010320103122250132
경기;서울;2023;06;19;02;20;프리미엄;대한;17;2125133410102203212011213031000122
서울;부산;2023;06;19;11;30;일반;민국;8;2210013235003513
부산;충남;2023;06;18;06;10;프리미엄;민국;19;33252213242401222434321131011431311110
제주;충북;2023;06;18;07;00;일반;인규;5;2233241222
충남;경기;2023;06;15;16;40;일반;민국;11;2010320422050034053215
부산;충북;2023;06;19;04;40;일반;대한;16;20053424343015011111341100232023
경기;부산;2023;06;16;08;20;우등;민국;21;243301303101341534202332322031042512343412
제주;충북;2023;06;15;03;40;우등;대한;4;13041525
충북;제주;2023;06;16;09;30;일반;민국;20;0125121030330024120223350001300210140131
제주;충북;2023;06;19;02;40;프리미엄;인규;17;1502112233302411301104352324003525
충남;부산;2023;06;18;02;10;일반;대한;7;33131331231331
충남;제주;2023;06;18;07;20;프리미엄;인규;8;3431201304221033
제주;경기;2023;06;19;13;20;우등;민국;1;13
충남;경기;2023;06;18;03;10;프리미엄;민국;9;251025052134050104
충남;충북;2023;06;19;02;50;일반;대한;1;24
서울;제주;2023;06;19;03;50;우등;민국;3;032325
충북;제주;2023;06;19;13;00;프리미엄;민국;23;2431320523023211003122121415240123303322023013
서울;충남;2023;06;15;04;50;우등;대한;20;2305210414200423200230232023252020040230
제주;부산;2023;06;19;03;10;일반;민국;8;2201220421003501
제주;충북;2023;06;16;03;40;일반;대한;7;30001221012213
충북;충남;2023;06;19;15;00;프리미엄;대한;16;32300100320113153514213501211103
충남;서울;2023;06;16;05;30;일반;대한;18;010222203320052401133130140221001320
경기;서울;2023;06;19;11;20;프리미엄;대한;20;2501013200113010102300122114143003331200
충북;제주;2023;06;16;13;30;일반;민국;11;2411023504313512043320
서울;제주;2023;06;17;05;40;프리미엄;대한;10;01001214250125021530
서울;제주;2023;06;15;06;20;일반;민국;20;3234010200013114252211231200020410021112
서울;충북;2023;06;19;03;30;프리미엄;민국;11;0103321432143021151200
부산;제주;2023;06;15;00;00;프리미엄;민국;6;141323031313
제주;충남;2023;06;17;09;00;프리미엄;민국;21;331014140004033424143323120223342331202004
충남;제주;2023;06;19;06;20;일반;대한;9;332531113305342510
충남;경기;2023;06;16;08;50;일반;민국;19;20232333123334340405152013153400201422
부산;충남;2023;06;16;05;20;프리미엄;인규;19;31241131103033301330341015332305131513
부산;충북;2023;06;18;09;20;일반;민국;13;12002204221211250324011235
충남;부산;2023;06;19;08;30;우등;대한;7;32222223041105
경기;충남;2023;06;19;11;00;프리미엄;민국;5;2333103120
제주;충북;2023;06;15;15;20;프리미엄;인규;13;04311431351420252533020222
충남;충북;2023;06;17;03;50;프리미엄;인규;2;2034
제주;경기;2023;06;17;02;30;일반;민국;21;220004343114102502113024141112032221250330
부산;충북;2023;06;18;15;30;우등;인규;12;311434052430150530302523
경기;충남;2023;06;15;08;40;우등;민국;8;3333212523222223
서울;충북;2023;06;16;06;00;프리미엄;인규;5;0511122033
제주;부산;2023;06;16;10;00;일반;대한;2;1312
서울;충남;2023;06;15;09;10;프리미엄;인규;8;2034141511051034
서울;제주;2023;06;16;11;20;우등;인규;14;1500341531312305313015033031
서울;부산;2023;06;15;07;30;프리미엄;인규;15;241302242100353113342421252432
부산;충남;2023;06;17;05;20;우등;민국;14;0114232432241032142203022235
충북;제주;2023;06;15;00;10;프리미엄;인규;9;150124202033203321
충북;충남;2023;06;18;00;50;일반;인규;10;02210032143201251211
충북;서울;2023;06;15;03;50;프리미엄;대한;10;25102223002501301002
충남;경기;2023;06;15;07;00;우등;대한;14;0223241335232224102205212113
서울;경기;2023;06;18;09;10;우등;대한;8;0010042025250204
충남;서울;2023;06;18;16;30;프리미엄;대한;1;12
충북;부산;2023;06;16;11;50;우등;민국;8;3303211521300401
충북;제주;2023;06;15;15;30;프리미엄;대한;2;3025
충북;서울;2023;06;19;08;50;일반;인규;14;0323053323151321321331200523
서울;제주;2023;06;16;14;30;일반;민국;20;2212311323152004240210323215350413132202
충북;경기;2023;06;15;04;40;우등;인규;9;112215011020223104
부산;경기;2023;06;18;13;10;일반;대한;10;02232532003011142200
충남;서울;2023;06;19;09;10;우등;대한;11;2111152532201300112200
경기;부산;2023;06;18;07;00;일반;대한;22;33010514351300050204233410010014103533253433
경기;서울;2023;06;19;05;30;프리미엄;대한;13;34020000221104053301103032
제주;서울;2023;06;16;06;30;일반;대한;14;1432122531332015243335140505
경기;충남;2023;06;19;10;40;일반;민국;22;04130330020412111202233510052111113215022531
충북;충남;2023;06;18;10;30;우등;대한;20;3204343332130035350224242525312125033002
서울;부산;2023;06;18;11;40;일반;민국;4;05122501
경기;충북;2023;06;18;13;30;일반;대한;22;05003525340203202402350421241424110023253222
경기;부산;2023;06;18;09;00;프리미엄;인규;5;0232041125
경기;서울;2023;06;17;05;00;프리미엄;인규;18;132113133030131533122135001305341135
부산;충북;2023;06;17;03;40;프리미엄;민국;6;022305343133
부산;충북;2023;06;17;05;20;우등;민국;21;033103112133303513341511253030300533220021
충북;충남;2023;06;16;15;00;프리미엄;민국;13;30241500023111210335322231
서울;제주;2023;06;18;03;30;프리미엄;민국;21;352523100430133015131100122434313222111435
제주;충남;2023;06;19;06;20;일반;민국;12;212032221510333222003130
경기;충남;2023;06;18;11;30;프리미엄;인규;14;3021040132201234143310013322
경기;부산;2023;06;15;04;00;프리미엄;민국;22;03341304143212211020053531031204150025342431
충북;서울;2023;06;19;08;00;프리미엄;인규;3;300232
